lat,lon,N,P,K,Moisture,pH,OC,Temp
20.973874901078904,79.26067077168163,253.81381912433488,26.587091781699183,87.36579231683754,6.791755393748401,6.179516126150583,0.9939824692638921,19.985518426973726
20.96620976885822,74.34275720067679,306.22305248532655,16.138592551936455,119.05447146619257,11.682372341724408,6.261445121775738,0.6998876708433233,17.758609970977993
21.04157072903673,72.0604460202167,246.73418375828163,14.526527568707055,137.9756729215342,25.959339585440457,7.728223149360316,0.3543020677069997,26.425209480880575
16.439722017452915,77.08896014761761,130.98730601254204,28.412404079194275,174.92850850352,6.242347786349654,7.9895171550606126,0.21217155400107526,17.71994562947024
21.429704211612652,73.4492240919856,309.8246987878418,25.155588323376602,144.6931097950544,19.08750109293085,5.5429338822835685,0.5127902590224102,18.710435194473728
21.831461094282027,79.10744467780872,160.99755667401752,21.37830762573728,120.53751136458149,26.043874625668575,7.649480878033398,0.38500103546078024,16.740699954373447
17.567879441283722,74.59587356943123,291.89123063149594,35.90406937254014,187.09560555783665,11.192367946962154,6.8746881107315865,0.5750067929578353,14.236593670687421
21.87638720424713,73.46582378819416,208.08461917461307,33.64798673254346,158.66254192808145,5.958218031667782,6.351232269233869,0.7070568081404887,29.57548204451369
19.19567426400385,79.26855068547896,252.73135194125004,25.41901783394031,151.15771981003977,8.566283228165224,7.083289175984253,0.9134337854678851,12.335236197647145
20.503762650446426,79.53899128338429,255.87351053500132,23.888208967418667,171.79811230592856,28.13395190266848,6.335250496070161,0.9221980070972775,18.071549823465816
16.457492105604896,75.05471822506736,241.98924105712842,14.527865620662178,103.9418219796651,16.287985256644244,5.72657964388117,0.7313466766533527,17.732031356342354
20.32171772675482,76.00128611133854,305.9202253929666,19.58193604639213,116.55372093399761,10.770574237639476,7.776752231270409,0.7362936588049942,17.042077360949705
19.77190437132226,73.39871381380875,285.16545796281935,38.33426594753383,177.518791136726,24.37003200811785,6.014011233370878,0.758287387182536,29.745069797327666
16.194061221104555,75.90880398394417,163.20201038033042,18.67934485198598,117.97470116618219,15.034409173411829,6.454709544975043,0.4291702827484371,23.64266424316391
21.822737145061662,79.60044183925565,187.8773952042149,6.181702648399236,177.62033923159953,25.97680260819309,6.885519252135952,0.5887196677668203,27.433258881295547
17.240605169554915,79.38964983325369,218.29614651602625,26.467586382161322,176.13036822548102,27.602569017611117,5.967264915842174,0.6209526871472373,27.44321644478303
20.3298566749726,78.29480380979928,318.88422423752047,20.898947797370163,146.148066001036,10.109747682706267,7.3330221610322806,0.47436166075773206,13.72664000768638
19.828369796596697,73.21718888116551,338.89096419731055,18.064431694757353,189.50905862069868,23.86093363892156,5.597356667043928,0.2788532072087507,22.5360719816229
20.50934891732648,79.32154615799217,288.6909800252355,38.80094104007443,168.58216048752038,19.897294066876693,6.32251952455968,0.7230388605960958,21.84670436775432
18.895506414813916,75.16866822010047,234.2736165238352,5.840001076875059,155.08041461913027,19.276556928405242,5.524758758678563,0.7236874667121151,14.864038712092064
20.70346021241322,78.05922752847576,120.54643354145207,20.693149838587836,146.72081921545066,18.331049193609868,5.989320176365102,0.7773254494241473,19.410907815526095
17.665492884473753,75.73881605288287,199.75040620412904,6.101040943352867,187.1728729907324,16.435321572732413,7.0937760152852585,0.3115237666022053,10.647756299239672
16.047891156388175,76.15162307583036,128.41104477581197,39.234608965724874,163.83263114497083,19.142000845329974,7.8021658668165275,0.4058346701165967,11.485720111513157
20.079475847971587,72.7061286937406,125.63784610694411,37.71176591039372,105.18145887993697,17.716389650978197,7.580282182386215,0.20435314411045047,29.50795906715179
16.393321260985676,78.3692607971677,230.3743935330068,27.091963363249448,194.4348489708641,25.05000542378306,7.005355952473595,0.5098466852199388,27.027877229641643
20.92000394041134,75.6557444535268,161.31628562533396,9.8944988145326,143.61991764596118,10.648535847955097,7.895521734728984,0.7045890795299028,12.261896636727052
17.02955822906447,72.58586795949309,306.92000796398884,15.376826206648438,180.29481387211217,10.646167079568858,7.797747611526163,0.5634487159023741,26.929359574707192
18.660419260088037,75.58036823620075,299.53042587926984,38.51826271829021,150.46585433091522,19.64678131743826,7.868772862473598,0.9396919500098206,19.162659069853635
18.129310766429622,79.92748638860535,267.12160059430596,9.58426966930801,124.90072926236607,21.163022962913665,6.427782887867657,0.6089806704447076,23.65372350722417
21.569738993175214,72.59003353328825,295.81384492721264,13.400334356321986,139.8084327857521,9.645701387359358,6.015285870084144,0.9474113550705827,14.467967448296148
21.595643975820337,79.40996125433429,163.04622883326982,36.955003695510385,87.64997941659051,11.791693013563869,6.241752511164261,0.3212821556358016,22.285928253981606
16.402088400110575,79.16048346393988,325.4151465676184,32.0690601542299,148.3369537403732,20.725329025539764,6.753469349221787,0.275658452072587,10.16433919723658
19.699527179069648,74.20173449210402,215.74878408307447,19.207514663920918,110.87433743556167,9.175791897187972,7.424088193857628,0.8596269498448377,14.703862921058878
16.28447066253128,78.7294152795714,264.7558774680581,37.878147461452556,154.30046976213328,16.207996704922568,7.382787648766168,0.8074719243582562,25.150063056871705
20.03484685827947,74.45065623161702,208.5461472827479,15.817053139425012,122.08222035537841,24.346117417727896,6.411192320893109,0.3601010680599204,29.922454215633007
20.248694612643988,79.92827877818142,199.22380450127937,26.581305906423136,179.84837838205834,9.854694132302612,7.0100615120995755,0.34811001139329034,26.825189432191763
18.127513313104373,79.33071415372372,146.31972922445797,37.01291847474734,141.6728133922503,15.959920535565596,6.1837160537422875,0.8364594310298461,18.445234224325056
20.1391480788885,76.0826837789071,341.3893153664155,30.02225207071356,132.19376260147902,22.925516002853268,7.138580651241546,0.2964594002969942,11.8993286458623
18.66285241604345,73.7462864321848,245.46810879745328,37.44069121085832,90.90077214240618,23.723798457277912,7.636012047564591,0.2962434226595024,25.305443022106537
16.64757914040009,78.46231841418069,330.7330738371761,28.910194711683694,181.56237306217085,6.200568161314406,7.044646169812195,0.4772592303096018,12.417048280782781
19.43953587269477,79.49276407224424,213.0991459960443,31.017687712351304,144.07402050407313,5.730787295655849,7.023201241209683,0.42208822479572866,13.991243731434027
16.852501768378854,78.37491228924472,258.69719219716194,34.04631098008697,107.86873362606717,21.20231937667587,5.988703563218591,0.8336615266462448,29.829657919021656
20.575412632560006,79.04407417146638,123.22005919605532,20.86472147569019,146.88809319589484,22.39182443896083,7.990907165606364,0.9437907164167749,25.2409603028417
17.776480519341142,79.1536082393376,226.38583305819554,19.788342040617152,100.01429960638855,17.25689742741983,7.1456731225785415,0.8850323049654942,27.350941303268286
17.787309227212692,74.19280109293807,349.01137368448155,13.14448234857418,86.48377313629449,9.200817037905969,7.735817735531505,0.3760057301515997,18.06572514749368
20.666063365372043,72.36728856673078,264.3958921678511,8.503810239288974,197.4055750381258,12.385144222338845,5.704238326735951,0.774986575113747,23.332093669378423
17.883551914057175,73.97595260061114,290.68275832580275,16.45396377580049,134.5178912902695,24.913249936249926,6.390028004975582,0.3291419642624577,22.5651331371151
20.977742968083508,78.62608564280394,312.2768120190641,8.563937630346524,118.83495249694579,18.924472584774904,7.1567875835896,0.5624198599138126,23.448014731837254
19.617098943341198,76.30084739747822,219.09771163764773,17.869779351575367,197.10624275232138,25.645751404468076,7.785137240172224,0.8743186768077031,12.857255816202871
21.684746509492875,74.62543960224339,338.7293934068048,25.559480797066676,168.42872845919845,18.142505990479137,5.926661998956337,0.7161300158152069,27.676707804835928
18.527251011687902,78.96251876947245,347.71443091533325,33.33721874565924,160.2880365204096,16.124602195642105,7.89211185431353,0.20251408671699578,24.215071247261317
16.84302476204661,79.91516839377611,268.1997429285295,17.285619687720494,184.7936929236729,15.37568473268062,6.528745641066025,0.948549168353275,25.40428068326458
21.92406082011882,75.56263587391034,154.3264244860302,7.416895976972074,86.6308778331537,22.49728958462055,7.334483773487129,0.7479722843894441,25.980336129408673
19.717366669525322,73.24584844892392,253.83396590322266,13.559600157084573,172.14414408439848,11.565631837509958,6.515270821358969,0.5038065858961469,11.659562303842865
16.09450512971822,74.99873392281546,143.84441209621542,27.018431817540694,134.9250578394132,21.121983897650402,6.212895664569474,0.6895347510504728,26.611012581593727
18.074417616333015,79.37535918357976,335.9209563019205,22.83619808481045,142.18926045713272,29.504119487270117,6.618338275277683,0.8612853699214709,11.829285014501922
16.901538252733626,75.73039484834158,152.77934735358454,26.70681351991412,82.96351742440876,11.717057768544368,6.373194699084644,0.336131092249241,24.411857578916837
17.299737399447782,72.02920652832968,331.5757793036912,16.025272788355853,186.99728193678908,5.757015589960419,6.192047622273277,0.310271617711077,11.188659954795941
16.493230367830076,75.24537607608546,231.47206224437187,31.52702399476464,174.27438279313336,22.735293687619702,6.307041280829612,0.6407142399690502,20.257349296197408
16.327151417038596,76.21183428120716,120.75157148748929,12.593651955623198,159.79036893405296,24.32517645749183,6.8016333664399475,0.5227142224043715,19.35760447746425
17.473972059192846,72.32070989905695,137.44096026691,31.39029494879018,156.5804012743888,17.08737505996306,6.705084568202941,0.6823290719076802,21.906298084630123
19.988760013106916,78.33043791815103,238.60554643687544,18.89648210505301,178.8961865511151,22.575154374926946,6.198491585930939,0.7870689166306479,24.397616163128045
20.341585651792972,76.07921251943343,308.64957971118355,37.444135887209995,111.2359174920605,21.553815351117397,7.171571620186958,0.9682937849370974,16.452010034853455
17.448774560459395,74.33876312854672,195.71776913019858,38.777671883181846,144.25380498973317,19.210531851685865,5.830901524817273,0.41299939356906495,10.952988453623746
20.276880725599423,74.20088255749936,268.8891097268664,30.06310478031722,154.32948098751035,18.433087965505024,7.3343851635708965,0.9987424386151174,21.424279034287007
21.730701279270143,78.12712266864943,292.46841519005704,19.171093040504857,106.50540266875578,28.773147083401593,5.608604242839161,0.9321863658785241,23.718578516316377
18.55924240723691,77.97657389131263,154.3129153155809,24.807269747814903,167.37527438826328,29.592411366742855,7.189554747625931,0.7864410128108923,15.268617525701035
19.958300051035526,78.51723604201948,310.45292497844866,5.252071103430496,92.06199970520335,21.081228989945444,6.811219098600879,0.480451876791699,19.211319559607745
17.348254790761942,72.70668783405692,198.97040769668502,39.83467027831388,121.67537230603719,15.664582923494937,6.2612975661532735,0.4789777072821744,17.416563488235422
16.74100515417665,79.28510501027179,191.4901671979438,21.612871897464686,178.09487558901665,27.940245827912804,6.568442147655344,0.894313058050576,15.317017620915191
21.71727878100986,77.95293241061707,166.59695928537957,23.388359617182473,168.0188546256647,6.459838874041913,5.8963650806444425,0.6393959601680879,10.692483943010696
18.213592966860013,79.62617610897952,170.09592219650744,29.942780234483738,187.8756667716793,27.026647604640708,6.106484087625808,0.7533334411679578,15.787110144361918
17.899997495394526,75.68004564219031,281.0129750025967,38.45446401289813,95.9896052098689,18.301346724873355,6.694047926910886,0.9264893416304469,23.56160635722393
21.522498793134456,79.29547066404406,237.1810628359209,7.403025264398776,148.82751329674218,21.083509300270098,6.501375584499356,0.9005010710690344,12.370184941411697
